Count of work,218,821,93,cluster
50,178,771,-24603,c1
1,227,820,-24604,c1
8,220,813,-24612,c1
6,222,815,-24618,c1
2,226,819,-24620,c1
15,213,806,-24635,c1
2,226,819,-24637,c1
1,227,820,-24638,c1
31,197,790,-24669,c1
1,227,820,-24670,c1
10,218,811,-24680,c1
1,227,820,-24681,c1
1,227,820,-24682,c1
2,226,819,-24684,c1
1,227,820,-24685,c1
17,211,804,-24702,c1
1,227,820,-24703,c1
13,215,808,-24716,c1
10,218,811,-24726,c1
3,225,818,-24729,c1
1,227,820,-24730,c1
1,227,820,-24731,c1
0,228,821,-24731,c1
1,227,820,-24732,c1
42,186,779,-24774,c1
4,224,817,-24778,c1
7,221,814,-24785,c1
1,227,820,-24786,c1
14,214,807,-24800,c1
1,227,820,-24801,c1
27,201,794,-24828,c1
9,219,812,-24837,c1
32,196,789,-24869,c1
1,227,820,-24870,c1
2,226,819,-24872,c1
1,227,820,-24873,c1
1,227,820,-24874,c1
1,227,820,-24875,c1
2,226,819,-24877,c1
1,227,820,-24878,c1
12,216,809,-24890,c1
1,227,820,-24891,c1
2,226,819,-24893,c1
1,227,820,-24894,c1
58,170,763,-24952,c1
4,224,817,-24956,c1
4,224,817,-24960,c1
1,227,820,-24961,c1
15,213,806,-24976,c1
1,227,820,-24977,c1
2,226,819,-24979,c1
16,212,805,-24995,c1
14,214,807,-25009,c1
8,220,813,-25017,c1
6,222,815,-25023,c1
1,227,820,-25024,c1
9,219,812,-25033,c1
4,224,817,-25037,c1
2,226,819,-25039,c1
4,224,817,-25043,c1
8,220,813,-25051,c1
24,204,797,-25075,c1
19,209,802,-25094,c1
1,227,820,-25095,c1
3,225,818,-25098,c1
1,227,820,-25099,c1
1,227,820,-25100,c1
189,39,632,-25289,c1
1,227,820,-25290,c1
6,222,815,-25296,c1
20,208,801,-25316,c1
15,213,806,-25331,c1
1,227,820,-25332,c1
1,227,820,-25333,c1
2,226,819,-25335,c1
1,227,820,-25336,c1
2,226,819,-25338,c1
1,227,820,-25339,c1
3,225,818,-25342,c1
4,224,817,-25346,c1
3,225,818,-25349,c1
1,227,820,-25350,c1
2,226,819,-25352,c1
1,227,820,-25353,c1
1,227,820,-25354,c1
1,227,820,-25355,c1
4,224,817,-25359,c1
2,226,819,-25361,c1
11,217,810,-25372,c1
1,227,820,-25373,c1
2,226,819,-25375,c1
1,227,820,-25376,c1
6,222,815,-25382,c1
1,227,820,-25383,c1
8,220,813,-25391,c1
24,204,797,-25415,c1
13,215,808,-25428,c1
2,226,819,-25430,c1
1,227,820,-25431,c1
1,227,820,-25432,c1
1,227,820,-25433,c1
7,221,814,-25440,c1
1,227,820,-25441,c1
1,227,820,-25442,c1
5,223,816,-25447,c1
3,225,818,-25450,c1
4,224,817,-25454,c1
1,227,820,-25455,c1
1,227,820,-25456,c1
1,227,820,-25457,c1
1,227,820,-25458,c1
71,157,750,-25529,c1
1,227,820,-25530,c1
5,223,816,-25535,c1
12,216,809,-25547,c1
18,210,803,-25565,c1
1,227,820,-25566,c1
16,212,805,-25582,c1
1,227,820,-25583,c1
3,225,818,-25586,c1
1,227,820,-25587,c1
2,226,819,-25589,c1
15,213,806,-25604,c1
1,227,820,-25605,c1
0,228,821,-25605,c1
2,226,819,-25607,c1
7,221,814,-25614,c1
3,225,818,-25617,c1
8,220,813,-25625,c1
2,226,819,-25627,c1
7,221,814,-25634,c1
3,225,818,-25637,c1
18,210,803,-25655,c1
1,227,820,-25656,c1
14,214,807,-25670,c1
1,227,820,-25671,c1
8,220,813,-25679,c1
79,149,742,-25758,c1
1,227,820,-25759,c1
1,227,820,-25760,c1
2,226,819,-25762,c1
64,164,757,-25826,c1
2,226,819,-25828,c1
43,185,778,-25871,c1
1,227,820,-25872,c1
1,227,820,-25873,c1
1,227,820,-25874,c1
2,226,819,-25876,c1
2,226,819,-25878,c1
2,226,819,-25880,c1
2,226,819,-25882,c1
1,227,820,-25883,c1
19,209,802,-25902,c1
2,226,819,-25904,c1
1,227,820,-25905,c1
4,224,817,-25909,c1
2,226,819,-25911,c1
11,217,810,-25922,c1
28,200,793,-25950,c1
2,226,819,-25952,c1
3,225,818,-25955,c1
2,226,819,-25957,c1
8,220,813,-25965,c1
10,218,811,-25975,c1
2,226,819,-25977,c1
1,227,820,-25978,c1
1,227,820,-25979,c1
112,116,709,-26091,c1
1,227,820,-26092,c1
1,227,820,-26093,c1
1,227,820,-26094,c1
1,227,820,-26095,c1
2,226,819,-26097,c1
1,227,820,-26098,c1
1,227,820,-26099,c1
1,227,820,-26100,c1
15,213,806,-26115,c1
1,227,820,-26116,c1
2,226,819,-26118,c1
1,227,820,-26119,c1
2,226,819,-26121,c1
74,154,747,-26195,c1
1,227,820,-26196,c1
1,227,820,-26197,c1
2,226,819,-26199,c1
2,226,819,-26201,c1
2,226,819,-26203,c1
1,227,820,-26204,c1
3,225,818,-26207,c1
22,206,799,-26229,c1
2,226,819,-26231,c1
1,227,820,-26232,c1
2,226,819,-26234,c1
3,225,818,-26237,c1
1,227,820,-26238,c1
1,227,820,-26239,c1
2,226,819,-26241,c1
2,226,819,-26243,c1
98,130,723,-26341,c1
1,227,820,-26342,c1
5,223,816,-26347,c1
83,145,738,-26430,c1
4,224,817,-26434,c1
1,227,820,-26435,c1
2,226,819,-26437,c1
4,224,817,-26441,c1
8,220,813,-26449,c1
2,226,819,-26451,c1
2,226,819,-26453,c1
1,227,820,-26454,c1
4,224,817,-26458,c1
26,202,795,-26484,c1
7,221,814,-26491,c1
1,227,820,-26492,c1
1,227,820,-26493,c1
2,226,819,-26495,c1
2,226,819,-26497,c1
1,227,820,-26498,c1
1,227,820,-26499,c1
1,227,820,-26500,c1
20,208,801,-26520,c1
3,225,818,-26523,c1
1,227,820,-26524,c1
1,227,820,-26525,c1
1,227,820,-26526,c1
5,223,816,-26531,c1
2,226,819,-26533,c1
4,224,817,-26537,c1
2,226,819,-26539,c1
2,226,819,-26541,c1
10,218,811,-26551,c1
13,215,808,-26564,c1
1,227,820,-26565,c1
1,227,820,-26566,c1
0,228,821,-26566,c1
2,226,819,-26568,c1
11,217,810,-26579,c1
2,226,819,-26581,c1
11,217,810,-26592,c1
9,219,812,-26601,c1
28,200,793,-26629,c1
2,226,819,-26631,c1
1,227,820,-26632,c1
1,227,820,-26633,c1
41,187,780,-26674,c1
1,227,820,-26675,c1
22,206,799,-26697,c1
1,227,820,-26698,c1
9,219,812,-26707,c1
1,227,820,-26708,c1
1,227,820,-26709,c1
3,225,818,-26712,c1
0,228,821,-26712,c1
1,227,820,-26713,c1
6,222,815,-26719,c1
12,216,809,-26731,c1
13,215,808,-26744,c1
19,209,802,-26763,c1
1,227,820,-26764,c1
2,226,819,-26766,c1
4,224,817,-26770,c1
2,226,819,-26772,c1
0,228,821,-26772,c1
19,209,802,-26791,c1
6,222,815,-26797,c1
1,227,820,-26798,c1
3,225,818,-26801,c1
52,176,769,-26853,c1
55,173,766,-26908,c1
1,227,820,-26909,c1
1,227,820,-26910,c1
2,226,819,-26912,c1
79,149,742,-26991,c1
1,227,820,-26992,c1
11,217,810,-27003,c1
1,227,820,-27004,c1
1,227,820,-27005,c1
14,214,807,-27019,c2
22,206,799,-27041,c1
504,-276,317,-27545,c1
1,227,820,-27546,c1
1,227,820,-27547,c1
4,224,817,-27551,c1
0,228,821,-27551,c1
9,219,812,-27560,c1
1,227,820,-27561,c1
571,-343,250,-28132,c1
1,227,820,-28133,c1
2,226,819,-28135,c1
1,227,820,-28136,c1
2,226,819,-28138,c1
1,227,820,-28139,c1
2,226,819,-28141,c1
7,221,814,-28148,c1
2,226,819,-28150,c1
109,119,712,-28259,c1
12,216,809,-28271,c1
1,227,820,-28272,c1
1,227,820,-28273,c1
1,227,820,-28274,c1
3,225,818,-28277,c1
19,209,802,-28296,c1
52,176,769,-28348,c1
1,227,820,-28349,c1
1,227,820,-28350,c1
1,227,820,-28351,c1
1,227,820,-28352,c1
2,226,819,-28354,c1
1,227,820,-28355,c1
1,227,820,-28356,c1
5,223,816,-28361,c1
4,224,817,-28365,c1
2,226,819,-28367,c1
1,227,820,-28368,c1
427,-199,394,-28795,c1
1,227,820,-28796,c1
2,226,819,-28798,c1
3,225,818,-28801,c1
5,223,816,-28806,c1
3,225,818,-28809,c1
39,189,782,-28848,c1
1,227,820,-28849,c1
2,226,819,-28851,c1
1,227,820,-28852,c1
1,227,820,-28853,c1
1,227,820,-28854,c1
2,226,819,-28856,c1
6,222,815,-28862,c1
402,-174,419,-29264,c1
3,225,818,-29267,c1
3,225,818,-29270,c1
3,225,818,-29273,c1
15,213,806,-29288,c1
5,223,816,-29293,c1
1,227,820,-29294,c1
4,224,817,-29298,c1
4,224,817,-29302,c1
8,220,813,-29310,c1
92,136,729,-29402,c1
1,227,820,-29403,c1
1,227,820,-29404,c1
1,227,820,-29405,c1
2,226,819,-29407,c1
1,227,820,-29408,c1
1,227,820,-29409,c1
1,227,820,-29410,c1
20,208,801,-29430,c1
1,227,820,-29431,c1
2,226,819,-29433,c1
4,224,817,-29437,c1
25,203,796,-29462,c1
3,225,818,-29465,c1
1,227,820,-29466,c1
8,220,813,-29474,c1
42,186,779,-29516,c1
2,226,819,-29518,c1
25,203,796,-29543,c1
4,224,817,-29547,c1
1,227,820,-29548,c1
1,227,820,-29549,c1
4,224,817,-29553,c1
1,227,820,-29554,c1
12,216,809,-29566,c1
1,227,820,-29567,c1
103,125,718,-29670,c1
1,227,820,-29671,c1
4,224,817,-29675,c1
1,227,820,-29676,c1
4,224,817,-29680,c1
1,227,820,-29681,c1
8,220,813,-29689,c1
1,227,820,-29690,c1
1,227,820,-29691,c1
1,227,820,-29692,c1
1,227,820,-29693,c1
1,227,820,-29694,c1
7,221,814,-29701,c1
12,216,809,-29713,c1
16,212,805,-29729,c1
3,225,818,-29732,c1
15,213,806,-29747,c1
1,227,820,-29748,c1
7,221,814,-29755,c1
5,223,816,-29760,c1
1,227,820,-29761,c1
1,227,820,-29762,c1
1,227,820,-29763,c1
5,223,816,-29768,c1
8,220,813,-29776,c1
2,226,819,-29778,c1
4,224,817,-29782,c1
5,223,816,-29787,c1
1,227,820,-29788,c1
1,227,820,-29789,c2
1,227,820,-29790,c1
1,227,820,-29791,c1
0,228,821,-29791,c1
1,227,820,-29792,c1
4,224,817,-29796,c1
41,187,780,-29837,c1
1,227,820,-29838,c1
1,227,820,-29839,c1
1435,-1207,-614,-31274,c1
221,7,600,-31495,c2
3,225,818,-31498,c1
11,217,810,-31509,c1
0,228,821,-31509,c1
1,227,820,-31510,c1
1,227,820,-31511,c1
7,221,814,-31518,c1
4,224,817,-31522,c1
1,227,820,-31523,c1
545,-317,276,-32068,c1
1,227,820,-32069,c1
1,227,820,-32070,c1
1,227,820,-32071,c1
7,221,814,-32078,c1
128,100,693,-32206,c1
1,227,820,-32207,c1
1,227,820,-32208,c1
2,226,819,-32210,c1
1,227,820,-32211,c1
4,224,817,-32215,c1
1,227,820,-32216,c1
1,227,820,-32217,c1
2,226,819,-32219,c1
2,226,819,-32221,c1
12,216,809,-32233,c1
3,225,818,-32236,c1
1,227,820,-32237,c1
1,227,820,-32238,c1
1,227,820,-32239,c1
1,227,820,-32240,c1
19,209,802,-32259,c1
1,227,820,-32260,c1
5,223,816,-32265,c1
1,227,820,-32266,c1
1,227,820,-32267,c1
17,211,804,-32284,c1
3,225,818,-32287,c1
1,227,820,-32288,c1
1,227,820,-32289,c1
29,199,792,-32318,c1
1,227,820,-32319,c1
19,209,802,-32338,c1
10,218,811,-32348,c1
53,175,768,-32401,c1
8,220,813,-32409,c1
3,225,818,-32412,c1
219,9,602,-32631,c1
2,226,819,-32633,c1
1,227,820,-32634,c1
2,226,819,-32636,c1
20,208,801,-32656,c1
1,227,820,-32657,c1
1,227,820,-32658,c1
4,224,817,-32662,c1
1,227,820,-32663,c1
1,227,820,-32664,c1
1,227,820,-32665,c1
10,218,811,-32675,c1
1,227,820,-32676,c1
1,227,820,-32677,c1
3,225,818,-32680,c1
3,225,818,-32683,c1
6,222,815,-32689,c1
6,222,815,-32695,c1
4,224,817,-32699,c1
6,222,815,-32705,c1
4,224,817,-32709,c1
1,227,820,-32710,c1
3,225,818,-32713,c1
8,220,813,-32721,c1
1,227,820,-32722,c1
1,227,820,-32723,c1
1,227,820,-32724,c1
33,195,788,-32757,c1
2,226,819,-32759,c1
1,227,820,-32760,c1
1,227,820,-32761,c1
18,210,803,-32779,c1
3,225,818,-32782,c1
1,227,820,-32783,c1
10,218,811,-32793,c1
1,227,820,-32794,c1
1,227,820,-32795,c1
13,215,808,-32808,c1
1,227,820,-32809,c1
114,114,707,-32923,c1
1,227,820,-32924,c1
7,221,814,-32931,c1
4,224,817,-32935,c1
1,227,820,-32936,c1
7,221,814,-32943,c1
1,227,820,-32944,c1
1,227,820,-32945,c1
30,198,791,-32975,c1
81,147,740,-33056,c1
2,226,819,-33058,c1
242,-14,579,-33300,c1
1,227,820,-33301,c1
2,226,819,-33303,c1
1,227,820,-33304,c1
54,174,767,-33358,c1
4,224,817,-33362,c1
1,227,820,-33363,c1
5,223,816,-33368,c1
2,226,819,-33370,c1
4,224,817,-33374,c1
0,228,821,-33374,c1
5,223,816,-33379,c1
11,217,810,-33390,c1
2,226,819,-33392,c1
3,225,818,-33395,c1
2,226,819,-33397,c1
2,226,819,-33399,c1
5,223,816,-33404,c1
1,227,820,-33405,c1
12,216,809,-33417,c1
1,227,820,-33418,c1
1,227,820,-33419,c1
363,-135,458,-33782,c1
2,226,819,-33784,c1
5,223,816,-33789,c1
3,225,818,-33792,c1
1,227,820,-33793,c1
35,193,786,-33828,c1
1,227,820,-33829,c1
4,224,817,-33833,c1
1,227,820,-33834,c1
2,226,819,-33836,c1
21,207,800,-33857,c1
1,227,820,-33858,c1
3,225,818,-33861,c1
2,226,819,-33863,c1
1,227,820,-33864,c1
1,227,820,-33865,c1
1,227,820,-33866,c1
1,227,820,-33867,c1
3,225,818,-33870,c1
2,226,819,-33872,c1
2,226,819,-33874,c1
2,226,819,-33876,c1
2,226,819,-33878,c1
7,221,814,-33885,c1
1,227,820,-33886,c1
1,227,820,-33887,c1
10,218,811,-33897,c1
0,228,821,-33897,c1
1,227,820,-33898,c1
8,220,813,-33906,c1
13,215,808,-33919,c1
1,227,820,-33920,c1
2,226,819,-33922,c1
46,182,775,-33968,c1
1,227,820,-33969,c1
2,226,819,-33971,c1
29,199,792,-34000,c1
1,227,820,-34001,c1
1,227,820,-34002,c1
1,227,820,-34003,c1
3,225,818,-34006,c1
3,225,818,-34009,c1
1,227,820,-34010,c1
3,225,818,-34013,c1
2,226,819,-34015,c1
1,227,820,-34016,c1
2,226,819,-34018,c1
20,208,801,-34038,c1
224,4,597,-34262,c1
7,221,814,-34269,c1
2,226,819,-34271,c1
2,226,819,-34273,c1
1,227,820,-34274,c1
5,223,816,-34279,c1
6,222,815,-34285,c1
2,226,819,-34287,c1
1,227,820,-34288,c1
16,212,805,-34304,c1
22,206,799,-34326,c1
2,226,819,-34328,c1
2,226,819,-34330,c1
1,227,820,-34331,c1
2,226,819,-34333,c1
25,203,796,-34358,c1
1,227,820,-34359,c1
1,227,820,-34360,c1
1,227,820,-34361,c1
19,209,802,-34380,c1
3,225,818,-34383,c1
18,210,803,-34401,c1
1,227,820,-34402,c1
2,226,819,-34404,c1
7,221,814,-34411,c1
0,228,821,-34411,c1
228,0,593,-34639,c1
3,225,818,-34642,c1
3,225,818,-34645,c1
1,227,820,-34646,c1
4,224,817,-34650,c1
1,227,820,-34651,c1
15,213,806,-34666,c1
2,226,819,-34668,c1
3,225,818,-34671,c1
1,227,820,-34672,c1
10,218,811,-34682,c1
1,227,820,-34683,c1
1,227,820,-34684,c1
96,132,725,-34780,c1
63,165,758,-34843,c1
2,226,819,-34845,c1
1,227,820,-34846,c1
31,197,790,-34877,c1
27,201,794,-34904,c1
1,227,820,-34905,c1
1,227,820,-34906,c1
2,226,819,-34908,c1
1,227,820,-34909,c1
1,227,820,-34910,c1
1,227,820,-34911,c1
1,227,820,-34912,c1
8,220,813,-34920,c1
24,204,797,-34944,c1
1,227,820,-34945,c1
0,228,821,-34945,c1
2,226,819,-34947,c1
2,226,819,-34949,c1
1,227,820,-34950,c1
1,227,820,-34951,c1
1,227,820,-34952,c1
1,227,820,-34953,c1
3,225,818,-34956,c1
2,226,819,-34958,c1
1,227,820,-34959,c1
1,227,820,-34960,c1
1,227,820,-34961,c1
1,227,820,-34962,c1
3,225,818,-34965,c1
7,221,814,-34972,c1
6,222,815,-34978,c1
6,222,815,-34984,c1
1,227,820,-34985,c1
30,198,791,-35015,c1
1,227,820,-35016,c1
4,224,817,-35020,c1
2,226,819,-35022,c1
1,227,820,-35023,c1
3,225,818,-35026,c1
14,214,807,-35040,c1
8,220,813,-35048,c1
4,224,817,-35052,c1
15,213,806,-35067,c1
1,227,820,-35068,c1
0,228,821,-35068,c1
1,227,820,-35069,c1
5,223,816,-35074,c1
1,227,820,-35075,c1
1,227,820,-35076,c1
34,194,787,-35110,c1
0,228,821,-35110,c1
7,221,814,-35117,c1
5,223,816,-35122,c1
0,228,821,-35122,c1
5,223,816,-35127,c1
1,227,820,-35128,c1
62,166,759,-35190,c1
0,228,821,-35190,c1
4,224,817,-35194,c1
3,225,818,-35197,c1
8,220,813,-35205,c1
6,222,815,-35211,c1
0,228,821,-35211,c1
1,227,820,-35212,c1
1,227,820,-35213,c1
1,227,820,-35214,c1
1,227,820,-35215,c1
3,225,818,-35218,c1
2,226,819,-35220,c1
10,218,811,-35230,c1
10,218,811,-35240,c1
4,224,817,-35244,c1
2,226,819,-35246,c1
1,227,820,-35247,c1
2,226,819,-35249,c1
1,227,820,-35250,c1
5,223,816,-35255,c1
2,226,819,-35257,c1
1,227,820,-35258,c1
59,169,762,-35317,c1
1,227,820,-35318,c1
3,225,818,-35321,c1
39,189,782,-35360,c1
9,219,812,-35369,c1
2,226,819,-35371,c1
3,225,818,-35374,c1
4,224,817,-35378,c1
205,23,616,-35583,c1
62,166,759,-35645,c1
257,-29,564,-35902,c1
1,227,820,-35903,c1
3,225,818,-35906,c1
1,227,820,-35907,c1
26,202,795,-35933,c1
1,227,820,-35934,c1
1,227,820,-35935,c1
5,223,816,-35940,c1
4,224,817,-35944,c1
1,227,820,-35945,c1
4,224,817,-35949,c1
23,205,798,-35972,c1
1,227,820,-35973,c1
1,227,820,-35974,c1
22,206,799,-35996,c2
1,227,820,-35997,c1
20,208,801,-36017,c1
4,224,817,-36021,c1
9,219,812,-36030,c1
6,222,815,-36036,c1
2,226,819,-36038,c1
1,227,820,-36039,c1
3,225,818,-36042,c1
1320,-1092,-499,-37362,c1
5,223,816,-37367,c1
5,223,816,-37372,c1
1,227,820,-37373,c1
6,222,815,-37379,c1
85,143,736,-37464,c1
1,227,820,-37465,c1
2,226,819,-37467,c1
1,227,820,-37468,c1
1,227,820,-37469,c1
43,185,778,-37512,c1
2,226,819,-37514,c1
173,55,648,-37687,c1
25,203,796,-37712,c1
56,172,765,-37768,c1
1,227,820,-37769,c1
22,206,799,-37791,c1
3,225,818,-37794,c1
4,224,817,-37798,c1
8,220,813,-37806,c1
2,226,819,-37808,c1
1,227,820,-37809,c1
4,224,817,-37813,c1
3,225,818,-37816,c1
2,226,819,-37818,c1
35,193,786,-37853,c1
2,226,819,-37855,c1
2,226,819,-37857,c1
14,214,807,-37871,c1
1,227,820,-37872,c1
1,227,820,-37873,c1
6,222,815,-37879,c1
1,227,820,-37880,c1
1,227,820,-37881,c1
2,226,819,-37883,c1
1,227,820,-37884,c1
6,222,815,-37890,c1
1,227,820,-37891,c1
15,213,806,-37906,c1
19,209,802,-37925,c1
15,213,806,-37940,c1
7,221,814,-37947,c1
1,227,820,-37948,c1
1,227,820,-37949,c1
6,222,815,-37955,c1
39,189,782,-37994,c1
3,225,818,-37997,c1
2,226,819,-37999,c1
3,225,818,-38002,c1
1,227,820,-38003,c1
1,227,820,-38004,c1
2,226,819,-38006,c1
1,227,820,-38007,c1
2,226,819,-38009,c1
53,175,768,-38062,c1
1,227,820,-38063,c1
7,221,814,-38070,c1
26,202,795,-38096,c1
2,226,819,-38098,c1
2,226,819,-38100,c1
3,225,818,-38103,c1
1,227,820,-38104,c1
3,225,818,-38107,c1
51,177,770,-38158,c1
5,223,816,-38163,c1
1,227,820,-38164,c1
1,227,820,-38165,c1
1,227,820,-38166,c1
9,219,812,-38175,c1
3,225,818,-38178,c1
12,216,809,-38190,c1
1,227,820,-38191,c1
1,227,820,-38192,c1
21,207,800,-38213,c1
1,227,820,-38214,c1
1,227,820,-38215,c1
0,228,821,-38215,c1
3,225,818,-38218,c1
5,223,816,-38223,c1
6,222,815,-38229,c1
33,195,788,-38262,c1
19,209,802,-38281,c1
2,226,819,-38283,c1
1,227,820,-38284,c1
20,208,801,-38304,c1
58,170,763,-38362,c1
10,218,811,-38372,c1
71,157,750,-38443,c1
13,215,808,-38456,c1
1,227,820,-38457,c1
6,222,815,-38463,c1
1,227,820,-38464,c1
8,220,813,-38472,c1
1,227,820,-38473,c1
83,145,738,-38556,c1
1,227,820,-38557,c1
1,227,820,-38558,c1
2,226,819,-38560,c1
12,216,809,-38572,c1
1,227,820,-38573,c1
1,227,820,-38574,c1
0,228,821,-38574,c1
1,227,820,-38575,c1
1,227,820,-38576,c1
1,227,820,-38577,c1
2,226,819,-38579,c1
2,226,819,-38581,c1
1,227,820,-38582,c1
2,226,819,-38584,c1
1,227,820,-38585,c1
1,227,820,-38586,c1
1,227,820,-38587,c1
10,218,811,-38597,c1
10,218,811,-38607,c1
5,223,816,-38612,c1
2,226,819,-38614,c1
4,224,817,-38618,c1
122,106,699,-38740,c1
7,221,814,-38747,c1
4,224,817,-38751,c1
1,227,820,-38752,c1
1,227,820,-38753,c1
9,219,812,-38762,c1
1,227,820,-38763,c1
1,227,820,-38764,c1
6,222,815,-38770,c1
1,227,820,-38771,c1
1,227,820,-38772,c1
2,226,819,-38774,c1
24,204,797,-38798,c1
6,222,815,-38804,c1
1,227,820,-38805,c1
6,222,815,-38811,c1
6,222,815,-38817,c1
9,219,812,-38826,c1
19,209,802,-38845,c1
2,226,819,-38847,c1
1,227,820,-38848,c1
3,225,818,-38851,c1
1,227,820,-38852,c1
1,227,820,-38853,c1
1,227,820,-38854,c1
4,224,817,-38858,c1
2,226,819,-38860,c1
1,227,820,-38861,c1
2,226,819,-38863,c1
6,222,815,-38869,c1
1,227,820,-38870,c1
12,216,809,-38882,c1
1,227,820,-38883,c1
1,227,820,-38884,c1
33,195,788,-38917,c1
4,224,817,-38921,c1
19,209,802,-38940,c1
2,226,819,-38942,c1
25,203,796,-38967,c1
1,227,820,-38968,c1
1,227,820,-38969,c1
1,227,820,-38970,c1
1,227,820,-38971,c1
2,226,819,-38973,c1
54,174,767,-39027,c1
1,227,820,-39028,c1
1,227,820,-39029,c1
4,224,817,-39033,c1
12,216,809,-39045,c1
1,227,820,-39046,c1
6,222,815,-39052,c1
49,179,772,-39101,c1
5,223,816,-39106,c1
2,226,819,-39108,c1
2,226,819,-39110,c1
12,216,809,-39122,c1
13,215,808,-39135,c1
50,178,771,-39185,c1
2,226,819,-39187,c1
2,226,819,-39189,c1
1,227,820,-39190,c1
1,227,820,-39191,c1
1,227,820,-39192,c1
24,204,797,-39216,c1
2,226,819,-39218,c1
38,190,783,-39256,c1
0,228,821,-39256,c1
3,225,818,-39259,c1
1,227,820,-39260,c1
33,195,788,-39293,c1
134,94,687,-39427,c1
1,227,820,-39428,c1
27,201,794,-39455,c1
13,215,808,-39468,c1
44,184,777,-39512,c1
9,219,812,-39521,c1
25,203,796,-39546,c1
1,227,820,-39547,c1
2,226,819,-39549,c1
3,225,818,-39552,c1
1,227,820,-39553,c1
24,204,797,-39577,c1
2,226,819,-39579,c1
2,226,819,-39581,c1
1,227,820,-39582,c1
1,227,820,-39583,c1
9,219,812,-39592,c1
1,227,820,-39593,c1
2,226,819,-39595,c1
2,226,819,-39597,c1
19,209,802,-39616,c1
2,226,819,-39618,c1
4,224,817,-39622,c1
2,226,819,-39624,c1
1,227,820,-39625,c1
7,221,814,-39632,c1
1,227,820,-39633,c1
6,222,815,-39639,c1
1,227,820,-39640,c1
2,226,819,-39642,c1
1,227,820,-39643,c1
1,227,820,-39644,c1
1,227,820,-39645,c1
1,227,820,-39646,c1
1,227,820,-39647,c1
23,205,798,-39670,c1
1,227,820,-39671,c1
1,227,820,-39672,c1
2,226,819,-39674,c1
2,226,819,-39676,c1
21,207,800,-39697,c1
181,47,640,-39878,c1
1,227,820,-39879,c1
1,227,820,-39880,c1
2,226,819,-39882,c1
3,225,818,-39885,c1
2,226,819,-39887,c1
1,227,820,-39888,c1
56,172,765,-39944,c1
6,222,815,-39950,c1
63,165,758,-40013,c1
91,137,730,-40104,c1
3,225,818,-40107,c1
5,223,816,-40112,c1
1,227,820,-40113,c1
1,227,820,-40114,c1
2,226,819,-40116,c1
1,227,820,-40117,c1
3,225,818,-40120,c1
