Count of work,218,821,93,cluster
5,223,816,-52902,c1
1,227,820,-52903,c1
174,54,647,-53077,c1
1,227,820,-53078,c1
2,226,819,-53080,c1
34,194,787,-53114,c1
1,227,820,-53115,c1
9,219,812,-53124,c1
1,227,820,-53125,c1
11,217,810,-53136,c1
29,199,792,-53165,c1
2,226,819,-53167,c1
2,226,819,-53169,c1
1,227,820,-53170,c1
1,227,820,-53171,c1
2,226,819,-53173,c1
1,227,820,-53174,c1
3,225,818,-53177,c1
5,223,816,-53182,c1
1,227,820,-53183,c1
2,226,819,-53185,c1
26,202,795,-53211,c1
1,227,820,-53212,c1
0,228,821,-53212,c1
5,223,816,-53217,c1
3,225,818,-53220,c1
2,226,819,-53222,c1
1,227,820,-53223,c1
2,226,819,-53225,c1
31,197,790,-53256,c1
20,208,801,-53276,c1
3,225,818,-53279,c1
4,224,817,-53283,c1
1,227,820,-53284,c1
3,225,818,-53287,c1
37,191,784,-53324,c1
1,227,820,-53325,c1
1,227,820,-53326,c1
21,207,800,-53347,c1
5,223,816,-53352,c1
0,228,821,-53352,c1
1,227,820,-53353,c1
0,228,821,-53353,c1
3,225,818,-53356,c1
2,226,819,-53358,c1
1,227,820,-53359,c1
1,227,820,-53360,c1
1,227,820,-53361,c1
20,208,801,-53381,c1
2,226,819,-53383,c1
1,227,820,-53384,c1
5,223,816,-53389,c1
3,225,818,-53392,c1
1,227,820,-53393,c1
1,227,820,-53394,c1
1,227,820,-53395,c1
0,228,821,-53395,c1
2,226,819,-53397,c1
6,222,815,-53403,c1
1,227,820,-53404,c1
14,214,807,-53418,c1
27,201,794,-53445,c1
7,221,814,-53452,c1
2,226,819,-53454,c1
1,227,820,-53455,c1
31,197,790,-53486,c1
1,227,820,-53487,c1
33,195,788,-53520,c1
12,216,809,-53532,c1
4,224,817,-53536,c1
20,208,801,-53556,c1
7,221,814,-53563,c1
1,227,820,-53564,c1
2,226,819,-53566,c1
2,226,819,-53568,c1
1,227,820,-53569,c1
1,227,820,-53570,c1
1,227,820,-53571,c1
5,223,816,-53576,c1
89,139,732,-53665,c1
103,125,718,-53768,c1
6,222,815,-53774,c1
1,227,820,-53775,c1
14,214,807,-53789,c2
5,223,816,-53794,c1
88,140,733,-53882,c1
2,226,819,-53884,c1
1,227,820,-53885,c1
6,222,815,-53891,c1
5,223,816,-53896,c1
6,222,815,-53902,c1
2,226,819,-53904,c1
620,-392,201,-54524,c1
3,225,818,-54527,c1
15,213,806,-54542,c1
22,206,799,-54564,c1
1,227,820,-54565,c1
17,211,804,-54582,c1
1,227,820,-54583,c1
22,206,799,-54605,c1
5,223,816,-54610,c1
2,226,819,-54612,c1
2,226,819,-54614,c1
139,89,682,-54753,c1
1,227,820,-54754,c1
1,227,820,-54755,c1
1,227,820,-54756,c1
5,223,816,-54761,c1
2,226,819,-54763,c1
2,226,819,-54765,c1
25,203,796,-54790,c1
2,226,819,-54792,c1
2,226,819,-54794,c1
4,224,817,-54798,c1
1,227,820,-54799,c1
0,228,821,-54799,c1
0,228,821,-54799,c1
31,197,790,-54830,c1
1,227,820,-54831,c1
6,222,815,-54837,c1
22,206,799,-54859,c1
25,203,796,-54884,c1
23,205,798,-54907,c1
0,228,821,-54907,c1
23,205,798,-54930,c1
23,205,798,-54953,c1
3,225,818,-54956,c1
147,81,674,-55103,c1
1,227,820,-55104,c1
2,226,819,-55106,c1
1,227,820,-55107,c1
1,227,820,-55108,c1
1,227,820,-55109,c1
1,227,820,-55110,c1
32,196,789,-55142,c1
1,227,820,-55143,c1
41,187,780,-55184,c1
42,186,779,-55226,c1
8,220,813,-55234,c1
0,228,821,-55234,c1
2,226,819,-55236,c1
10,218,811,-55246,c1
2,226,819,-55248,c1
10,218,811,-55258,c1
43,185,778,-55301,c1
13,215,808,-55314,c1
2,226,819,-55316,c1
6,222,815,-55322,c1
1,227,820,-55323,c1
1,227,820,-55324,c1
1,227,820,-55325,c1
2,226,819,-55327,c1
3,225,818,-55330,c1
2,226,819,-55332,c1
3,225,818,-55335,c1
1,227,820,-55336,c1
5,223,816,-55341,c1
4,224,817,-55345,c1
1,227,820,-55346,c1
1,227,820,-55347,c1
1,227,820,-55348,c1
1,227,820,-55349,c1
1,227,820,-55350,c1
17,211,804,-55367,c1
22,206,799,-55389,c1
1,227,820,-55390,c1
1,227,820,-55391,c1
23,205,798,-55414,c1
3,225,818,-55417,c1
2,226,819,-55419,c1
0,228,821,-55419,c1
2,226,819,-55421,c1
1,227,820,-55422,c1
4,224,817,-55426,c1
1,227,820,-55427,c1
1,227,820,-55428,c1
1,227,820,-55429,c1
1,227,820,-55430,c1
2,226,819,-55432,c1
1,227,820,-55433,c1
1,227,820,-55434,c1
1,227,820,-55435,c1
1,227,820,-55436,c1
65,163,756,-55501,c1
122,106,699,-55623,c1
1,227,820,-55624,c1
1,227,820,-55625,c1
1,227,820,-55626,c1
1,227,820,-55627,c1
1,227,820,-55628,c1
67,161,754,-55695,c1
1,227,820,-55696,c1
44,184,777,-55740,c1
14,214,807,-55754,c1
7,221,814,-55761,c1
1,227,820,-55762,c1
1,227,820,-55763,c1
11,217,810,-55774,c1
1,227,820,-55775,c1
1,227,820,-55776,c1
1,227,820,-55777,c1
3,225,818,-55780,c1
3,225,818,-55783,c1
1,227,820,-55784,c1
4,224,817,-55788,c1
3,225,818,-55791,c1
1,227,820,-55792,c1
2,226,819,-55794,c1
2,226,819,-55796,c1
6,222,815,-55802,c1
14,214,807,-55816,c1
5,223,816,-55821,c1
8,220,813,-55829,c1
1,227,820,-55830,c1
3,225,818,-55833,c1
1,227,820,-55834,c1
2,226,819,-55836,c1
12,216,809,-55848,c1
19,209,802,-55867,c1
3,225,818,-55870,c1
1,227,820,-55871,c1
6,222,815,-55877,c1
1,227,820,-55878,c1
1,227,820,-55879,c1
1,227,820,-55880,c1
1,227,820,-55881,c1
1,227,820,-55882,c1
6,222,815,-55888,c2
15,213,806,-55903,c1
6,222,815,-55909,c1
2,226,819,-55911,c1
12,216,809,-55923,c1
3,225,818,-55926,c1
2,226,819,-55928,c1
1,227,820,-55929,c1
1,227,820,-55930,c1
579,-351,242,-56509,c1
2,226,819,-56511,c1
1,227,820,-56512,c1
2,226,819,-56514,c1
0,228,821,-56514,c1
23,205,798,-56537,c1
7,221,814,-56544,c1
0,228,821,-56544,c1
1,227,820,-56545,c1
4,224,817,-56549,c1
1,227,820,-56550,c1
2,226,819,-56552,c1
1,227,820,-56553,c1
78,150,743,-56631,c1
21,207,800,-56652,c1
1,227,820,-56653,c1
1,227,820,-56654,c1
2,226,819,-56656,c1
190,38,631,-56846,c1
40,188,781,-56886,c1
3,225,818,-56889,c1
9,219,812,-56898,c1
16,212,805,-56914,c1
71,157,750,-56985,c1
20,208,801,-57005,c1
2,226,819,-57007,c1
2,226,819,-57009,c1
2,226,819,-57011,c1
1,227,820,-57012,c1
3,225,818,-57015,c1
13,215,808,-57028,c1
1,227,820,-57029,c1
2,226,819,-57031,c1
1,227,820,-57032,c1
4,224,817,-57036,c1
8,220,813,-57044,c1
2,226,819,-57046,c1
16,212,805,-57062,c1
18,210,803,-57080,c1
26,202,795,-57106,c1
1,227,820,-57107,c1
1,227,820,-57108,c1
43,185,778,-57151,c1
1,227,820,-57152,c1
1,227,820,-57153,c1
18,210,803,-57171,c1
5,223,816,-57176,c1
1,227,820,-57177,c1
1,227,820,-57178,c1
3,225,818,-57181,c1
94,134,727,-57275,c1
1,227,820,-57276,c1
56,172,765,-57332,c1
46,182,775,-57378,c1
103,125,718,-57481,c1
3,225,818,-57484,c1
1,227,820,-57485,c1
1,227,820,-57486,c1
15,213,806,-57501,c1
1,227,820,-57502,c1
1,227,820,-57503,c1
27,201,794,-57530,c1
15,213,806,-57545,c1
3,225,818,-57548,c1
25,203,796,-57573,c1
18,210,803,-57591,c1
21,207,800,-57612,c1
10,218,811,-57622,c1
31,197,790,-57653,c1
1,227,820,-57654,c1
0,228,821,-57654,c1
0,228,821,-57654,c1
24,204,797,-57678,c1
13,215,808,-57691,c1
2,226,819,-57693,c1
42,186,779,-57735,c1
1,227,820,-57736,c1
7,221,814,-57743,c1
1,227,820,-57744,c1
51,177,770,-57795,c1
2,226,819,-57797,c1
1,227,820,-57798,c1
43,185,778,-57841,c1
2,226,819,-57843,c1
9,219,812,-57852,c1
1,227,820,-57853,c1
12,216,809,-57865,c1
2,226,819,-57867,c1
1,227,820,-57868,c1
1,227,820,-57869,c1
4,224,817,-57873,c1
0,228,821,-57873,c1
1,227,820,-57874,c1
1,227,820,-57875,c1
2,226,819,-57877,c1
4,224,817,-57881,c1
0,228,821,-57881,c1
1,227,820,-57882,c1
18,210,803,-57900,c1
14,214,807,-57914,c1
1,227,820,-57915,c1
43,185,778,-57958,c1
201,27,620,-58159,c1
1,227,820,-58160,c1
3,225,818,-58163,c1
2,226,819,-58165,c1
1,227,820,-58166,c1
3,225,818,-58169,c1
1,227,820,-58170,c1
305,-77,516,-58475,c2
3,225,818,-58478,c1
2,226,819,-58480,c1
44,184,777,-58524,c1
6,222,815,-58530,c1
3,225,818,-58533,c1
3,225,818,-58536,c1
6,222,815,-58542,c1
15,213,806,-58557,c1
1064,-836,-243,-59621,c1
1,227,820,-59622,c1
3,225,818,-59625,c1
1,227,820,-59626,c1
1,227,820,-59627,c1
2,226,819,-59629,c1
1,227,820,-59630,c1
2,226,819,-59632,c1
3,225,818,-59635,c1
213,15,608,-59848,c1
24,204,797,-59872,c1
1,227,820,-59873,c1
1,227,820,-59874,c1
1,227,820,-59875,c1
1,227,820,-59876,c1
7,221,814,-59883,c1
1,227,820,-59884,c1
1,227,820,-59885,c1
1,227,820,-59886,c1
8,220,813,-59894,c1
1,227,820,-59895,c1
2,226,819,-59897,c1
41,187,780,-59938,c1
7,221,814,-59945,c1
10,218,811,-59955,c1
8,220,813,-59963,c1
3,225,818,-59966,c1
1,227,820,-59967,c1
60,168,761,-60027,c1
2,226,819,-60029,c1
1,227,820,-60030,c1
1,227,820,-60031,c1
1,227,820,-60032,c1
1,227,820,-60033,c1
9,219,812,-60042,c1
1,227,820,-60043,c1
2,226,819,-60045,c1
1,227,820,-60046,c1
7,221,814,-60053,c1
2,226,819,-60055,c1
1,227,820,-60056,c1
1,227,820,-60057,c1
1,227,820,-60058,c1
46,182,775,-60104,c1
2,226,819,-60106,c1
2,226,819,-60108,c1
2,226,819,-60110,c1
21,207,800,-60131,c1
76,152,745,-60207,c1
1,227,820,-60208,c1
1,227,820,-60209,c1
3,225,818,-60212,c1
4,224,817,-60216,c1
1,227,820,-60217,c1
1,227,820,-60218,c1
3,225,818,-60221,c1
3,225,818,-60224,c1
1,227,820,-60225,c1
2,226,819,-60227,c1
3,225,818,-60230,c1
5,223,816,-60235,c1
1,227,820,-60236,c1
1,227,820,-60237,c1
1,227,820,-60238,c1
2,226,819,-60240,c1
13,215,808,-60253,c1
34,194,787,-60287,c1
1,227,820,-60288,c1
0,228,821,-60288,c1
2,226,819,-60290,c1
1,227,820,-60291,c1
3,225,818,-60294,c1
2,226,819,-60296,c1
6,222,815,-60302,c1
1,227,820,-60303,c1
1,227,820,-60304,c1
5,223,816,-60309,c1
6,222,815,-60315,c1
130,98,691,-60445,c1
8,220,813,-60453,c1
6,222,815,-60459,c1
69,159,752,-60528,c1
22,206,799,-60550,c1
1,227,820,-60551,c1
1,227,820,-60552,c1
1,227,820,-60553,c1
1,227,820,-60554,c1
3,225,818,-60557,c1
3,225,818,-60560,c1
24,204,797,-60584,c1
2,226,819,-60586,c1
5,223,816,-60591,c1
2,226,819,-60593,c1
12,216,809,-60605,c1
2,226,819,-60607,c1
21,207,800,-60628,c1
1,227,820,-60629,c1
2,226,819,-60631,c1
2,226,819,-60633,c1
1,227,820,-60634,c1
7,221,814,-60641,c1
15,213,806,-60656,c1
1,227,820,-60657,c1
4,224,817,-60661,c1
1,227,820,-60662,c1
2,226,819,-60664,c1
1,227,820,-60665,c1
1,227,820,-60666,c1
1,227,820,-60667,c1
1,227,820,-60668,c1
44,184,777,-60712,c1
1,227,820,-60713,c1
17,211,804,-60730,c1
2,226,819,-60732,c1
6,222,815,-60738,c1
48,180,773,-60786,c1
42,186,779,-60828,c1
1,227,820,-60829,c1
1,227,820,-60830,c1
2,226,819,-60832,c1
1,227,820,-60833,c1
4,224,817,-60837,c1
1,227,820,-60838,c1
1,227,820,-60839,c1
1,227,820,-60840,c1
1,227,820,-60841,c1
32,196,789,-60873,c1
5,223,816,-60878,c1
16,212,805,-60894,c1
4,224,817,-60898,c1
1,227,820,-60899,c1
1,227,820,-60900,c1
1,227,820,-60901,c1
1,227,820,-60902,c1
3,225,818,-60905,c1
1,227,820,-60906,c1
2,226,819,-60908,c1
1,227,820,-60909,c1
1,227,820,-60910,c1
1,227,820,-60911,c1
1,227,820,-60912,c1
11,217,810,-60923,c1
2,226,819,-60925,c1
7,221,814,-60932,c1
29,199,792,-60961,c1
1,227,820,-60962,c1
0,228,821,-60962,c1
1,227,820,-60963,c1
1,227,820,-60964,c1
1,227,820,-60965,c1
2,226,819,-60967,c1
3,225,818,-60970,c1
4,224,817,-60974,c1
2,226,819,-60976,c1
6,222,815,-60982,c1
4,224,817,-60986,c1
1,227,820,-60987,c1
6,222,815,-60993,c1
7,221,814,-61000,c1
1,227,820,-61001,c1
489,-261,332,-61490,c1
1,227,820,-61491,c1
1,227,820,-61492,c1
101,127,720,-61593,c1
5,223,816,-61598,c1
1,227,820,-61599,c1
2,226,819,-61601,c1
47,181,774,-61648,c1
2,226,819,-61650,c1
15,213,806,-61665,c1
6,222,815,-61671,c1
1,227,820,-61672,c1
4,224,817,-61676,c1
1,227,820,-61677,c1
1,227,820,-61678,c1
27,201,794,-61705,c1
5,223,816,-61710,c1
21,207,800,-61731,c1
32,196,789,-61763,c1
1,227,820,-61764,c1
1,227,820,-61765,c1
1,227,820,-61766,c1
1,227,820,-61767,c1
2,226,819,-61769,c1
0,228,821,-61769,c1
4,224,817,-61773,c1
125,103,696,-61898,c1
2,226,819,-61900,c1
3,225,818,-61903,c1
1,227,820,-61904,c1
37,191,784,-61941,c1
21,207,800,-61962,c1
4,224,817,-61966,c1
30,198,791,-61996,c1
4,224,817,-62000,c1
1,227,820,-62001,c1
1,227,820,-62002,c1
1,227,820,-62003,c1
1,227,820,-62004,c1
1,227,820,-62005,c1
1,227,820,-62006,c1
1,227,820,-62007,c1
1,227,820,-62008,c1
1,227,820,-62009,c1
9,219,812,-62018,c1
123,105,698,-62141,c1
1,227,820,-62142,c1
6,222,815,-62148,c1
1,227,820,-62149,c1
1,227,820,-62150,c1
21,207,800,-62171,c1
1,227,820,-62172,c1
22,206,799,-62194,c1
1,227,820,-62195,c1
5,223,816,-62200,c1
13,215,808,-62213,c1
1,227,820,-62214,c1
8,220,813,-62222,c1
1,227,820,-62223,c1
1,227,820,-62224,c1
4,224,817,-62228,c1
24,204,797,-62252,c1
1,227,820,-62253,c1
3,225,818,-62256,c1
3,225,818,-62259,c1
1,227,820,-62260,c1
1,227,820,-62261,c1
1,227,820,-62262,c1
1,227,820,-62263,c1
1,227,820,-62264,c1
25,203,796,-62289,c1
9,219,812,-62298,c1
4,224,817,-62302,c1
7,221,814,-62309,c1
2,226,819,-62311,c1
2,226,819,-62313,c1
2,226,819,-62315,c1
64,164,757,-62379,c1
63,165,758,-62442,c1
1,227,820,-62443,c1
1,227,820,-62444,c1
14,214,807,-62458,c1
84,144,737,-62542,c1
2,226,819,-62544,c1
1,227,820,-62545,c1
17,211,804,-62562,c1
2,226,819,-62564,c1
9,219,812,-62573,c1
48,180,773,-62621,c1
9,219,812,-62630,c1
1,227,820,-62631,c1
2,226,819,-62633,c1
4,224,817,-62637,c1
267,-39,554,-62904,c1
1,227,820,-62905,c1
1,227,820,-62906,c1
1,227,820,-62907,c1
3,225,818,-62910,c1
1,227,820,-62911,c1
1,227,820,-62912,c1
12,216,809,-62924,c1
3,225,818,-62927,c1
11,217,810,-62938,c1
2,226,819,-62940,c1
2,226,819,-62942,c1
2,226,819,-62944,c1
17,211,804,-62961,c1
1,227,820,-62962,c1
2,226,819,-62964,c1
1,227,820,-62965,c1
4,224,817,-62969,c1
1,227,820,-62970,c1
1,227,820,-62971,c1
6,222,815,-62977,c1
1,227,820,-62978,c1
2,226,819,-62980,c1
1,227,820,-62981,c1
2,226,819,-62983,c1
34,194,787,-63017,c1
1,227,820,-63018,c1
1,227,820,-63019,c1
3,225,818,-63022,c1
2,226,819,-63024,c1
43,185,778,-63067,c1
80,148,741,-63147,c1
6,222,815,-63153,c1
8,220,813,-63161,c1
27,201,794,-63188,c1
78,150,743,-63266,c1
2,226,819,-63268,c1
1,227,820,-63269,c1
3,225,818,-63272,c1
1,227,820,-63273,c1
1,227,820,-63274,c1
1,227,820,-63275,c1
1,227,820,-63276,c1
1,227,820,-63277,c1
1,227,820,-63278,c1
8,220,813,-63286,c1
1,227,820,-63287,c1
1,227,820,-63288,c1
3,225,818,-63291,c1
1,227,820,-63292,c1
1,227,820,-63293,c1
2,226,819,-63295,c1
2,226,819,-63297,c1
99,129,722,-63396,c1
1,227,820,-63397,c1
18,210,803,-63415,c1
1,227,820,-63416,c1
8,220,813,-63424,c1
2,226,819,-63426,c1
1,227,820,-63427,c1
214,14,607,-63641,c1
2,226,819,-63643,c1
1,227,820,-63644,c1
3,225,818,-63647,c1
24,204,797,-63671,c1
55,173,766,-63726,c1
11,217,810,-63737,c1
1,227,820,-63738,c1
1,227,820,-63739,c1
1,227,820,-63740,c1
1,227,820,-63741,c1
2,226,819,-63743,c1
1,227,820,-63744,c1
9,219,812,-63753,c1
2,226,819,-63755,c1
1,227,820,-63756,c1
1,227,820,-63757,c1
4,224,817,-63761,c1
2,226,819,-63763,c1
9,219,812,-63772,c1
1,227,820,-63773,c1
3,225,818,-63776,c1
2,226,819,-63778,c1
6,222,815,-63784,c1
1,227,820,-63785,c1
15,213,806,-63800,c1
1,227,820,-63801,c1
7,221,814,-63808,c1
1,227,820,-63809,c1
1,227,820,-63810,c1
19,209,802,-63829,c1
1,227,820,-63830,c1
6,222,815,-63836,c1
1,227,820,-63837,c1
1,227,820,-63838,c1
0,228,821,-63838,c1
1,227,820,-63839,c1
3,225,818,-63842,c1
93,135,728,-63935,c1
7,221,814,-63942,c1
2,226,819,-63944,c1
1,227,820,-63945,c1
4,224,817,-63949,c1
4,224,817,-63953,c1
4,224,817,-63957,c1
3,225,818,-63960,c1
9,219,812,-63969,c1
32,196,789,-64001,c1
1,227,820,-64002,c1
1,227,820,-64003,c1
4,224,817,-64007,c1
1,227,820,-64008,c1
3,225,818,-64011,c1
1,227,820,-64012,c1
1,227,820,-64013,c1
1,227,820,-64014,c1
1,227,820,-64015,c1
9,219,812,-64024,c1
1,227,820,-64025,c1
12,216,809,-64037,c1
1,227,820,-64038,c1
2,226,819,-64040,c1
1,227,820,-64041,c1
1,227,820,-64042,c1
3,225,818,-64045,c1
5,223,816,-64050,c1
78,150,743,-64128,c1
10,218,811,-64138,c1
1,227,820,-64139,c1
2,226,819,-64141,c1
47,181,774,-64188,c1
60,168,761,-64248,c1
4,224,817,-64252,c1
1,227,820,-64253,c1
2,226,819,-64255,c1
2,226,819,-64257,c1
1,227,820,-64258,c1
1,227,820,-64259,c1
11,217,810,-64270,c1
5,223,816,-64275,c1
3,225,818,-64278,c1
1,227,820,-64279,c1
1,227,820,-64280,c1
3,225,818,-64283,c1
1,227,820,-64284,c1
0,228,821,-64284,c1
1,227,820,-64285,c1
2,226,819,-64287,c1
1,227,820,-64288,c1
5,223,816,-64293,c1
1,227,820,-64294,c1
8,220,813,-64302,c1
14,214,807,-64316,c1
11,217,810,-64327,c1
2,226,819,-64329,c1
1,227,820,-64330,c1
213,15,608,-64543,c1
8,220,813,-64551,c1
2,226,819,-64553,c1
11,217,810,-64564,c1
1,227,820,-64565,c1
2,226,819,-64567,c1
1,227,820,-64568,c1
3,225,818,-64571,c1
29,199,792,-64600,c1
63,165,758,-64663,c1
5,223,816,-64668,c1
76,152,745,-64744,c1
25,203,796,-64769,c1
1,227,820,-64770,c1
5,223,816,-64775,c1
8,220,813,-64783,c1
1,227,820,-64784,c1
1,227,820,-64785,c1
4,224,817,-64789,c1
11,217,810,-64800,c1
11,217,810,-64811,c1
2,226,819,-64813,c1
24,204,797,-64837,c1
1,227,820,-64838,c1
2,226,819,-64840,c1
26,202,795,-64866,c1
12,216,809,-64878,c1
1,227,820,-64879,c1
2,226,819,-64881,c1
1,227,820,-64882,c1
13,215,808,-64895,c1
3,225,818,-64898,c1
1,227,820,-64899,c1
1,227,820,-64900,c1
7,221,814,-64907,c1
9,219,812,-64916,c1
4,224,817,-64920,c1
12,216,809,-64932,c1
2,226,819,-64934,c1
4,224,817,-64938,c1
38,190,783,-64976,c1
2,226,819,-64978,c1
2,226,819,-64980,c1
1,227,820,-64981,c1
1,227,820,-64982,c1
8,220,813,-64990,c1
2,226,819,-64992,c1
10,218,811,-65002,c1
1,227,820,-65003,c1
1,227,820,-65004,c1
33,195,788,-65037,c1
3,225,818,-65040,c1
1,227,820,-65041,c1
1,227,820,-65042,c1
1,227,820,-65043,c1
9,219,812,-65052,c1
1,227,820,-65053,c1
1,227,820,-65054,c1
6,222,815,-65060,c1
2,226,819,-65062,c1
5,223,816,-65067,c1
1,227,820,-65068,c1
4,224,817,-65072,c1
2,226,819,-65074,c1
1,227,820,-65075,c1
1,227,820,-65076,c1
1,227,820,-65077,c1
1,227,820,-65078,c1
3,225,818,-65081,c1
2,226,819,-65083,c1
5,223,816,-65088,c1
103,125,718,-65191,c1
1,227,820,-65192,c1
14,214,807,-65206,c1
19,209,802,-65225,c1
2,226,819,-65227,c1
2,226,819,-65229,c1
1,227,820,-65230,c1
1,227,820,-65231,c1
2,226,819,-65233,c1
5,223,816,-65238,c1
26,202,795,-65264,c1
4,224,817,-65268,c1
2,226,819,-65270,c1
93,135,728,-65363,c1
1,227,820,-65364,c1
4,224,817,-65368,c1
2,226,819,-65370,c1
88,140,733,-65458,c1
31,197,790,-65489,c1
2,226,819,-65491,c1
1,227,820,-65492,c1
1,227,820,-65493,c1
3,225,818,-65496,c1
12,216,809,-65508,c1
3,225,818,-65511,c1
1,227,820,-65512,c1
41,187,780,-65553,c1
1,227,820,-65554,c1
5,223,816,-65559,c1
29,199,792,-65588,c1
1,227,820,-65589,c1
1,227,820,-65590,c1
1,227,820,-65591,c1
1,227,820,-65592,c1
1,227,820,-65593,c1
5,223,816,-65598,c1
0,228,821,-65598,c1
3,225,818,-65601,c1
1,227,820,-65602,c1
24,204,797,-65626,c1
2,226,819,-65628,c1
4,224,817,-65632,c1
5,223,816,-65637,c1
11,217,810,-65648,c1
20,208,801,-65668,c1
1,227,820,-65669,c1
3,225,818,-65672,c1
1,227,820,-65673,c1
3,225,818,-65676,c1
5,223,816,-65681,c1
1,227,820,-65682,c1
1,227,820,-65683,c1
6,222,815,-65689,c1
2,226,819,-65691,c1
7,221,814,-65698,c1
109,119,712,-65807,c1
1,227,820,-65808,c1
14,214,807,-65822,c1
34,194,787,-65856,c1
25,203,796,-65881,c1
45,183,776,-65926,c1
1,227,820,-65927,c1
3,225,818,-65930,c1
0,228,821,-65930,c1
3,225,818,-65933,c1
7,221,814,-65940,c1
1,227,820,-65941,c1
1,227,820,-65942,c1
3,225,818,-65945,c1
1,227,820,-65946,c1
3,225,818,-65949,c1
5,223,816,-65954,c1
0,228,821,-65954,c1
265,-37,556,-66219,c1
1,227,820,-66220,c1
35,193,786,-66255,c1
9,219,812,-66264,c1
3,225,818,-66267,c1
1,227,820,-66268,c1
1,227,820,-66269,c1
1,227,820,-66270,c1
11,217,810,-66281,c1
2,226,819,-66283,c1
3,225,818,-66286,c1
2,226,819,-66288,c1
1,227,820,-66289,c1
1,227,820,-66290,c1
11,217,810,-66301,c1
2,226,819,-66303,c1
2,226,819,-66305,c1
59,169,762,-66364,c1
2,226,819,-66366,c1
7,221,814,-66373,c1
1,227,820,-66374,c1
48,180,773,-66422,c1
6,222,815,-66428,c1
2,226,819,-66430,c1
5,223,816,-66435,c1
350,-122,471,-66785,c1
16,212,805,-66801,c1
2,226,819,-66803,c1
2,226,819,-66805,c1
1,227,820,-66806,c1
1,227,820,-66807,c1
104,124,717,-66911,c1
2,226,819,-66913,c1
2,226,819,-66915,c1
1,227,820,-66916,c1
10,218,811,-66926,c1
2,226,819,-66928,c1
1,227,820,-66929,c1
2,226,819,-66931,c1
1,227,820,-66932,c1
13,215,808,-66945,c1
47,181,774,-66992,c1
4,224,817,-66996,c1
2,226,819,-66998,c1
77,151,744,-67075,c1
1,227,820,-67076,c1
7,221,814,-67083,c1
0,228,821,-67083,c1
1,227,820,-67084,c1
4,224,817,-67088,c1
1,227,820,-67089,c1
4,224,817,-67093,c1
3,225,818,-67096,c1
1,227,820,-67097,c1
148,80,673,-67245,c1
5,223,816,-67250,c1
109,119,712,-67359,c1
6,222,815,-67365,c1
74,154,747,-67439,c1
