Count of work,218,821,93,cluster
1,227,820,-94718,c1
6,222,815,-94724,c1
1,227,820,-94725,c1
2,226,819,-94727,c1
2,226,819,-94729,c1
6,222,815,-94735,c1
2,226,819,-94737,c1
2,226,819,-94739,c1
1,227,820,-94740,c1
1,227,820,-94741,c1
1,227,820,-94742,c1
1,227,820,-94743,c1
2,226,819,-94745,c1
1,227,820,-94746,c1
1,227,820,-94747,c1
1,227,820,-94748,c1
1,227,820,-94749,c1
1,227,820,-94750,c1
1,227,820,-94751,c1
1,227,820,-94752,c1
1,227,820,-94753,c1
1,227,820,-94754,c1
1,227,820,-94755,c1
1,227,820,-94756,c1
1,227,820,-94757,c1
3,225,818,-94760,c1
1,227,820,-94761,c1
1,227,820,-94762,c1
8,220,813,-94770,c1
2,226,819,-94772,c1
1,227,820,-94773,c1
2,226,819,-94775,c1
5,223,816,-94780,c1
4,224,817,-94784,c1
5,223,816,-94789,c1
1,227,820,-94790,c1
2,226,819,-94792,c1
0,228,821,-94792,c1
1,227,820,-94793,c1
31,197,790,-94824,c1
4,224,817,-94828,c1
52,176,769,-94880,c1
2,226,819,-94882,c1
1,227,820,-94883,c1
1,227,820,-94884,c1
1,227,820,-94885,c1
47,181,774,-94932,c1
27,201,794,-94959,c1
4,224,817,-94963,c1
2,226,819,-94965,c1
4,224,817,-94969,c1
4,224,817,-94973,c1
7,221,814,-94980,c1
11,217,810,-94991,c1
2,226,819,-94993,c1
1,227,820,-94994,c1
1,227,820,-94995,c1
2,226,819,-94997,c1
5,223,816,-95002,c1
1,227,820,-95003,c1
2,226,819,-95005,c1
1,227,820,-95006,c1
1,227,820,-95007,c1
4,224,817,-95011,c1
9,219,812,-95020,c1
2,226,819,-95022,c1
3,225,818,-95025,c1
0,228,821,-95025,c1
0,228,821,-95025,c1
0,228,821,-95025,c1
0,228,821,-95025,c1
0,228,821,-95025,c1
1,227,820,-95026,c1
3,225,818,-95029,c1
1,227,820,-95030,c1
0,228,821,-95030,c1
5,223,816,-95035,c1
0,228,821,-95035,c1
0,228,821,-95035,c1
24,204,797,-95059,c1
2,226,819,-95061,c1
14,214,807,-95075,c1
2,226,819,-95077,c1
1,227,820,-95078,c1
1,227,820,-95079,c1
1,227,820,-95080,c1
2,226,819,-95082,c1
2,226,819,-95084,c1
2,226,819,-95086,c1
5,223,816,-95091,c1
18,210,803,-95109,c1
1,227,820,-95110,c1
4,224,817,-95114,c1
55,173,766,-95169,c1
1,227,820,-95170,c1
17,211,804,-95187,c1
35,193,786,-95222,c1
3,225,818,-95225,c1
1,227,820,-95226,c1
2,226,819,-95228,c1
3,225,818,-95231,c1
7,221,814,-95238,c1
15,213,806,-95253,c1
1,227,820,-95254,c1
6,222,815,-95260,c1
1,227,820,-95261,c1
3,225,818,-95264,c1
1,227,820,-95265,c1
3,225,818,-95268,c1
3,225,818,-95271,c1
1,227,820,-95272,c1
2,226,819,-95274,c1
5,223,816,-95279,c1
1,227,820,-95280,c1
1,227,820,-95281,c1
2,226,819,-95283,c1
2,226,819,-95285,c1
1,227,820,-95286,c1
1,227,820,-95287,c1
1,227,820,-95288,c1
2,226,819,-95290,c1
7,221,814,-95297,c1
1,227,820,-95298,c1
67,161,754,-95365,c1
26,202,795,-95391,c1
16,212,805,-95407,c1
2,226,819,-95409,c1
9,219,812,-95418,c1
1,227,820,-95419,c1
5,223,816,-95424,c1
1,227,820,-95425,c1
1,227,820,-95426,c1
1,227,820,-95427,c1
13,215,808,-95440,c1
1,227,820,-95441,c1
78,150,743,-95519,c1
4,224,817,-95523,c1
35,193,786,-95558,c1
1,227,820,-95559,c1
12,216,809,-95571,c1
1,227,820,-95572,c1
50,178,771,-95622,c1
4,224,817,-95626,c1
1,227,820,-95627,c1
1,227,820,-95628,c1
1,227,820,-95629,c1
1,227,820,-95630,c1
3,225,818,-95633,c1
3,225,818,-95636,c1
1,227,820,-95637,c1
2,226,819,-95639,c1
8,220,813,-95647,c1
1,227,820,-95648,c1
1,227,820,-95649,c1
46,182,775,-95695,c1
1,227,820,-95696,c1
4,224,817,-95700,c1
21,207,800,-95721,c1
0,228,821,-95721,c1
4,224,817,-95725,c1
5,223,816,-95730,c1
3,225,818,-95733,c1
2,226,819,-95735,c1
1,227,820,-95736,c1
13,215,808,-95749,c1
6,222,815,-95755,c1
14,214,807,-95769,c1
7,221,814,-95776,c1
2,226,819,-95778,c1
1,227,820,-95779,c1
6,222,815,-95785,c1
1,227,820,-95786,c1
0,228,821,-95786,c1
1,227,820,-95787,c1
23,205,798,-95810,c1
18,210,803,-95828,c1
2,226,819,-95830,c1
8,220,813,-95838,c1
1,227,820,-95839,c1
1,227,820,-95840,c1
1,227,820,-95841,c1
2,226,819,-95843,c1
1,227,820,-95844,c1
1,227,820,-95845,c1
27,201,794,-95872,c1
1,227,820,-95873,c1
2,226,819,-95875,c1
1,227,820,-95876,c1
2,226,819,-95878,c1
1,227,820,-95879,c1
1,227,820,-95880,c1
1,227,820,-95881,c1
0,228,821,-95881,c1
0,228,821,-95881,c1
0,228,821,-95881,c1
1,227,820,-95882,c1
4,224,817,-95886,c1
0,228,821,-95886,c1
1,227,820,-95887,c1
1,227,820,-95888,c1
1,227,820,-95889,c1
1,227,820,-95890,c1
1,227,820,-95891,c1
0,228,821,-95891,c1
1,227,820,-95892,c1
1,227,820,-95893,c1
1,227,820,-95894,c1
1,227,820,-95895,c1
1,227,820,-95896,c1
0,228,821,-95896,c1
0,228,821,-95896,c1
0,228,821,-95896,c1
3,225,818,-95899,c1
1,227,820,-95900,c1
5,223,816,-95905,c1
1,227,820,-95906,c1
2,226,819,-95908,c1
2,226,819,-95910,c1
31,197,790,-95941,c1
2,226,819,-95943,c1
1,227,820,-95944,c1
17,211,804,-95961,c1
0,228,821,-95961,c1
0,228,821,-95961,c1
3,225,818,-95964,c1
0,228,821,-95964,c1
7,221,814,-95971,c1
0,228,821,-95971,c1
1,227,820,-95972,c1
2,226,819,-95974,c1
0,228,821,-95974,c1
0,228,821,-95974,c1
0,228,821,-95974,c1
0,228,821,-95974,c1
1,227,820,-95975,c1
0,228,821,-95975,c1
0,228,821,-95975,c1
1,227,820,-95976,c1
6,222,815,-95982,c1
1,227,820,-95983,c1
0,228,821,-95983,c1
2,226,819,-95985,c1
1,227,820,-95986,c1
1,227,820,-95987,c1
1,227,820,-95988,c1
1,227,820,-95989,c1
0,228,821,-95989,c2
0,228,821,-95989,c1
0,228,821,-95989,c1
8,220,813,-95997,c1
22,206,799,-96019,c1
0,228,821,-96019,c1
0,228,821,-96019,c1
0,228,821,-96019,c1
0,228,821,-96019,c1
2657,-2429,-1836,-98676,c1
0,228,821,-98676,c1
0,228,821,-98676,c1
0,228,821,-98676,c1
1,227,820,-98677,c1
0,228,821,-98677,c1
1,227,820,-98678,c1
1,227,820,-98679,c1
1,227,820,-98680,c1
4,224,817,-98684,c1
0,228,821,-98684,c1
23,205,798,-98707,c1
0,228,821,-98707,c1
2,226,819,-98709,c1
0,228,821,-98709,c1
1,227,820,-98710,c1
0,228,821,-98710,c1
0,228,821,-98710,c1
1,227,820,-98711,c1
0,228,821,-98711,c1
0,228,821,-98711,c1
1,227,820,-98712,c1
0,228,821,-98712,c1
0,228,821,-98712,c1
0,228,821,-98712,c1
0,228,821,-98712,c1
0,228,821,-98712,c1
0,228,821,-98712,c1
0,228,821,-98712,c1
1,227,820,-98713,c1
0,228,821,-98713,c1
0,228,821,-98713,c1
0,228,821,-98713,c1
0,228,821,-98713,c1
8,220,813,-98721,c1
2,226,819,-98723,c1
0,228,821,-98723,c1
0,228,821,-98723,c1
0,228,821,-98723,c1
0,228,821,-98723,c1
0,228,821,-98723,c1
0,228,821,-98723,c1
0,228,821,-98723,c1
0,228,821,-98723,c1
1,227,820,-98724,c1
2,226,819,-98726,c1
0,228,821,-98726,c1
0,228,821,-98726,c1
0,228,821,-98726,c1
12,216,809,-98738,c1
1,227,820,-98739,c1
1,227,820,-98740,c1
0,228,821,-98740,c1
0,228,821,-98740,c1
1,227,820,-98741,c1
1,227,820,-98742,c1
1,227,820,-98743,c1
0,228,821,-98743,c1
1,227,820,-98744,c1
0,228,821,-98744,c1
2,226,819,-98746,c1
4,224,817,-98750,c1
3,225,818,-98753,c1
3,225,818,-98756,c1
0,228,821,-98756,c1
0,228,821,-98756,c1
1,227,820,-98757,c1
1,227,820,-98758,c1
1,227,820,-98759,c1
1,227,820,-98760,c1
2,226,819,-98762,c1
1,227,820,-98763,c1
1,227,820,-98764,c1
0,228,821,-98764,c1
0,228,821,-98764,c1
1,227,820,-98765,c1
1,227,820,-98766,c1
7,221,814,-98773,c1
4,224,817,-98777,c1
10,218,811,-98787,c1
4,224,817,-98791,c1
7,221,814,-98798,c1
1,227,820,-98799,c1
3,225,818,-98802,c1
7,221,814,-98809,c1
3,225,818,-98812,c1
5,223,816,-98817,c1
0,228,821,-98817,c1
0,228,821,-98817,c1
0,228,821,-98817,c1
2,226,819,-98819,c1
6,222,815,-98825,c1
1,227,820,-98826,c1
1,227,820,-98827,c1
3,225,818,-98830,c1
0,228,821,-98830,c1
6,222,815,-98836,c1
2,226,819,-98838,c1
0,228,821,-98838,c1
0,228,821,-98838,c1
2,226,819,-98840,c1
1,227,820,-98841,c1
1,227,820,-98842,c1
4,224,817,-98846,c1
0,228,821,-98846,c1
0,228,821,-98846,c1
6,222,815,-98852,c1
0,228,821,-98852,c1
0,228,821,-98852,c1
0,228,821,-98852,c1
2,226,819,-98854,c1
1,227,820,-98855,c1
1,227,820,-98856,c1
1,227,820,-98857,c1
10,218,811,-98867,c1
1,227,820,-98868,c1
1,227,820,-98869,c1
1,227,820,-98870,c1
1,227,820,-98871,c1
2,226,819,-98873,c1
1,227,820,-98874,c1
9,219,812,-98883,c1
1,227,820,-98884,c1
2,226,819,-98886,c1
0,228,821,-98886,c1
1,227,820,-98887,c1
10,218,811,-98897,c1
2,226,819,-98899,c1
0,228,821,-98899,c1
0,228,821,-98899,c1
3,225,818,-98902,c1
1,227,820,-98903,c1
1,227,820,-98904,c1
2,226,819,-98906,c1
2,226,819,-98908,c1
1,227,820,-98909,c1
5,223,816,-98914,c1
1,227,820,-98915,c1
1,227,820,-98916,c1
1,227,820,-98917,c1
2,226,819,-98919,c1
0,228,821,-98919,c1
0,228,821,-98919,c1
2,226,819,-98921,c1
1,227,820,-98922,c1
28,200,793,-98950,c1
1,227,820,-98951,c1
1,227,820,-98952,c1
3,225,818,-98955,c1
2,226,819,-98957,c1
2,226,819,-98959,c1
4,224,817,-98963,c1
2,226,819,-98965,c1
1,227,820,-98966,c1
3,225,818,-98969,c1
1,227,820,-98970,c1
49,179,772,-99019,c1
6,222,815,-99025,c1
2,226,819,-99027,c1
12,216,809,-99039,c1
2,226,819,-99041,c1
1,227,820,-99042,c1
2,226,819,-99044,c1
1,227,820,-99045,c1
21,207,800,-99066,c1
15,213,806,-99081,c1
1,227,820,-99082,c1
7,221,814,-99089,c1
110,118,711,-99199,c1
1,227,820,-99200,c1
8,220,813,-99208,c1
1,227,820,-99209,c1
25,203,796,-99234,c1
25,203,796,-99259,c1
1,227,820,-99260,c1
1,227,820,-99261,c1
1,227,820,-99262,c1
0,228,821,-99262,c1
1,227,820,-99263,c1
8,220,813,-99271,c1
3,225,818,-99274,c1
12,216,809,-99286,c1
3,225,818,-99289,c1
2,226,819,-99291,c1
2,226,819,-99293,c1
4,224,817,-99297,c1
6,222,815,-99303,c1
2,226,819,-99305,c1
17,211,804,-99322,c1
1,227,820,-99323,c1
2,226,819,-99325,c1
1,227,820,-99326,c1
228,0,593,-99554,c1
3,225,818,-99557,c1
33,195,788,-99590,c1
27,201,794,-99617,c1
1,227,820,-99618,c1
2,226,819,-99620,c1
1,227,820,-99621,c1
7,221,814,-99628,c1
2,226,819,-99630,c1
2,226,819,-99632,c1
1,227,820,-99633,c1
0,228,821,-99633,c1
0,228,821,-99633,c1
2,226,819,-99635,c1
31,197,790,-99666,c1
23,205,798,-99689,c1
16,212,805,-99705,c1
1,227,820,-99706,c1
7,221,814,-99713,c1
33,195,788,-99746,c1
3,225,818,-99749,c1
32,196,789,-99781,c1
15,213,806,-99796,c1
1,227,820,-99797,c1
2,226,819,-99799,c1
2,226,819,-99801,c1
22,206,799,-99823,c1
3,225,818,-99826,c1
15,213,806,-99841,c1
1,227,820,-99842,c1
0,228,821,-99842,c1
0,228,821,-99842,c1
0,228,821,-99842,c1
3,225,818,-99845,c1
3,225,818,-99848,c1
1,227,820,-99849,c1
2,226,819,-99851,c1
6,222,815,-99857,c1
25,203,796,-99882,c1
13,215,808,-99895,c1
2,226,819,-99897,c1
0,228,821,-99897,c1
1,227,820,-99898,c1
48,180,773,-99946,c1
0,228,821,-99946,c1
0,228,821,-99946,c1
2,226,819,-99948,c1
0,228,821,-99948,c1
0,228,821,-99948,c1
0,228,821,-99948,c1
4,224,817,-99952,c1
0,228,821,-99952,c1
4,224,817,-99956,c1
11,217,810,-99967,c1
1,227,820,-99968,c1
0,228,821,-99968,c1
0,228,821,-99968,c1
0,228,821,-99968,c1
0,228,821,-99968,c1
0,228,821,-99968,c1
0,228,821,-99968,c1
0,228,821,-99968,c1
0,228,821,-99968,c1
1,227,820,-99969,c1
14,214,807,-99983,c1
2,226,819,-99985,c1
1,227,820,-99986,c1
1,227,820,-99987,c1
1,227,820,-99988,c1
1,227,820,-99989,c1
1,227,820,-99990,c1
28,200,793,-100018,c1
2,226,819,-100020,c1
4,224,817,-100024,c1
1,227,820,-100025,c1
0,228,821,-100025,c1
0,228,821,-100025,c1
0,228,821,-100025,c1
0,228,821,-100025,c1
0,228,821,-100025,c1
2,226,819,-100027,c1
3,225,818,-100030,c1
1,227,820,-100031,c1
2,226,819,-100033,c1
0,228,821,-100033,c1
0,228,821,-100033,c1
0,228,821,-100033,c1
0,228,821,-100033,c1
5,223,816,-100038,c1
9,219,812,-100047,c1
10,218,811,-100057,c1
9,219,812,-100066,c1
8,220,813,-100074,c1
3,225,818,-100077,c1
0,228,821,-100077,c1
3,225,818,-100080,c1
1,227,820,-100081,c1
5,223,816,-100086,c1
1,227,820,-100087,c1
10,218,811,-100097,c1
1,227,820,-100098,c1
0,228,821,-100098,c1
0,228,821,-100098,c1
0,228,821,-100098,c1
56,172,765,-100154,c1
1,227,820,-100155,c1
85,143,736,-100240,c1
4,224,817,-100244,c1
1,227,820,-100245,c1
2,226,819,-100247,c1
235,-7,586,-100482,c1
2,226,819,-100484,c1
2,226,819,-100486,c1
2,226,819,-100488,c1
1,227,820,-100489,c1
1,227,820,-100490,c1
2,226,819,-100492,c1
4,224,817,-100496,c1
60,168,761,-100556,c1
1,227,820,-100557,c1
1,227,820,-100558,c1
1,227,820,-100559,c1
1,227,820,-100560,c1
2,226,819,-100562,c1
1,227,820,-100563,c1
10,218,811,-100573,c1
6,222,815,-100579,c1
145,83,676,-100724,c1
2,226,819,-100726,c1
1,227,820,-100727,c1
1,227,820,-100728,c1
1,227,820,-100729,c1
2,226,819,-100731,c1
1,227,820,-100732,c1
1,227,820,-100733,c1
1,227,820,-100734,c1
1,227,820,-100735,c1
1,227,820,-100736,c1
6,222,815,-100742,c1
5,223,816,-100747,c1
1,227,820,-100748,c1
13,215,808,-100761,c1
4,224,817,-100765,c1
13,215,808,-100778,c1
83,145,738,-100861,c1
2,226,819,-100863,c1
1,227,820,-100864,c1
0,228,821,-100864,c1
1,227,820,-100865,c1
0,228,821,-100865,c1
1,227,820,-100866,c1
10,218,811,-100876,c1
6,222,815,-100882,c1
1,227,820,-100883,c1
2,226,819,-100885,c1
3,225,818,-100888,c1
7,221,814,-100895,c1
1,227,820,-100896,c1
1,227,820,-100897,c1
1,227,820,-100898,c1
2,226,819,-100900,c1
2,226,819,-100902,c1
2,226,819,-100904,c1
5,223,816,-100909,c1
1,227,820,-100910,c1
1,227,820,-100911,c1
0,228,821,-100911,c1
1,227,820,-100912,c1
2,226,819,-100914,c1
1,227,820,-100915,c1
2,226,819,-100917,c1
1,227,820,-100918,c1
4,224,817,-100922,c1
29,199,792,-100951,c1
5,223,816,-100956,c1
16,212,805,-100972,c1
14,214,807,-100986,c1
2,226,819,-100988,c1
1,227,820,-100989,c1
1,227,820,-100990,c1
1,227,820,-100991,c1
1,227,820,-100992,c1
1,227,820,-100993,c1
1,227,820,-100994,c1
1,227,820,-100995,c1
1,227,820,-100996,c1
1,227,820,-100997,c1
1,227,820,-100998,c1
1,227,820,-100999,c1
1,227,820,-101000,c1
2,226,819,-101002,c1
0,228,821,-101002,c1
1,227,820,-101003,c1
1,227,820,-101004,c1
1,227,820,-101005,c1
1,227,820,-101006,c1
0,228,821,-101006,c1
1,227,820,-101007,c1
1,227,820,-101008,c1
1,227,820,-101009,c1
1,227,820,-101010,c1
1,227,820,-101011,c1
1,227,820,-101012,c1
1,227,820,-101013,c1
2,226,819,-101015,c1
23,205,798,-101038,c1
12,216,809,-101050,c1
1,227,820,-101051,c1
6,222,815,-101057,c1
7,221,814,-101064,c1
2,226,819,-101066,c1
6,222,815,-101072,c1
1,227,820,-101073,c1
3,225,818,-101076,c1
1,227,820,-101077,c1
79,149,742,-101156,c1
42,186,779,-101198,c1
39,189,782,-101237,c1
4,224,817,-101241,c1
11,217,810,-101252,c1
1,227,820,-101253,c1
1,227,820,-101254,c1
207,21,614,-101461,c1
27,201,794,-101488,c1
6,222,815,-101494,c1
4,224,817,-101498,c1
2,226,819,-101500,c1
1,227,820,-101501,c1
1,227,820,-101502,c1
1,227,820,-101503,c1
0,228,821,-101503,c1
1,227,820,-101504,c1
3,225,818,-101507,c1
1,227,820,-101508,c1
1,227,820,-101509,c1
3,225,818,-101512,c1
0,228,821,-101512,c1
1,227,820,-101513,c1
2,226,819,-101515,c1
2,226,819,-101517,c1
0,228,821,-101517,c1
3,225,818,-101520,c1
13,215,808,-101533,c1
1,227,820,-101534,c1
1,227,820,-101535,c1
1,227,820,-101536,c1
1,227,820,-101537,c1
2,226,819,-101539,c1
158,70,663,-101697,c1
2,226,819,-101699,c1
2,226,819,-101701,c1
1,227,820,-101702,c1
80,148,741,-101782,c1
1,227,820,-101783,c1
0,228,821,-101783,c1
6,222,815,-101789,c1
5,223,816,-101794,c1
2,226,819,-101796,c1
2,226,819,-101798,c1
16,212,805,-101814,c1
1,227,820,-101815,c1
1,227,820,-101816,c1
1,227,820,-101817,c1
1,227,820,-101818,c1
1,227,820,-101819,c1
1,227,820,-101820,c1
1,227,820,-101821,c1
1,227,820,-101822,c1
1,227,820,-101823,c1
1,227,820,-101824,c1
2,226,819,-101826,c1
1,227,820,-101827,c1
1,227,820,-101828,c1
1,227,820,-101829,c1
1,227,820,-101830,c1
1,227,820,-101831,c1
1,227,820,-101832,c1
1,227,820,-101833,c1
1,227,820,-101834,c1
1,227,820,-101835,c1
7,221,814,-101842,c1
1,227,820,-101843,c1
1,227,820,-101844,c1
1,227,820,-101845,c1
1,227,820,-101846,c1
1,227,820,-101847,c1
1,227,820,-101848,c1
2,226,819,-101850,c1
20,208,801,-101870,c1
1,227,820,-101871,c1
1,227,820,-101872,c1
14,214,807,-101886,c1
3,225,818,-101889,c1
1,227,820,-101890,c1
1,227,820,-101891,c1
8,220,813,-101899,c1
1,227,820,-101900,c1
4,224,817,-101904,c1
1,227,820,-101905,c1
5,223,816,-101910,c1
10,218,811,-101920,c1
3,225,818,-101923,c1
4,224,817,-101927,c1
1,227,820,-101928,c1
2,226,819,-101930,c1
2,226,819,-101932,c1
13,215,808,-101945,c1
2,226,819,-101947,c1
133,95,688,-102080,c1
3,225,818,-102083,c1
3,225,818,-102086,c1
1,227,820,-102087,c1
1,227,820,-102088,c1
1,227,820,-102089,c1
1,227,820,-102090,c1
4,224,817,-102094,c1
1,227,820,-102095,c1
66,162,755,-102161,c1
47,181,774,-102208,c1
10,218,811,-102218,c1
2,226,819,-102220,c1
1,227,820,-102221,c1
4,224,817,-102225,c1
1,227,820,-102226,c1
1,227,820,-102227,c1
2,226,819,-102229,c1
2,226,819,-102231,c1
5,223,816,-102236,c1
7,221,814,-102243,c1
1,227,820,-102244,c1
2,226,819,-102246,c1
57,171,764,-102303,c1
8,220,813,-102311,c1
9,219,812,-102320,c1
2,226,819,-102322,c1
22,206,799,-102344,c1
42,186,779,-102386,c1
28,200,793,-102414,c1
5,223,816,-102419,c1
4,224,817,-102423,c1
38,190,783,-102461,c1
1,227,820,-102462,c1
1,227,820,-102463,c1
1,227,820,-102464,c1
1,227,820,-102465,c1
1,227,820,-102466,c1
6,222,815,-102472,c1
1,227,820,-102473,c1
3,225,818,-102476,c1
1,227,820,-102477,c1
9,219,812,-102486,c1
2,226,819,-102488,c1
53,175,768,-102541,c1
2,226,819,-102543,c1
0,228,821,-102543,c1
1,227,820,-102544,c1
0,228,821,-102544,c1
0,228,821,-102544,c1
0,228,821,-102544,c1
1,227,820,-102545,c1
0,228,821,-102545,c1
0,228,821,-102545,c1
0,228,821,-102545,c1
7,221,814,-102552,c1
4,224,817,-102556,c1
1,227,820,-102557,c1
0,228,821,-102557,c1
1,227,820,-102558,c1
0,228,821,-102558,c1
2,226,819,-102560,c1
1,227,820,-102561,c1
1,227,820,-102562,c1
1,227,820,-102563,c1
1,227,820,-102564,c1
0,228,821,-102564,c1
0,228,821,-102564,c1
0,228,821,-102564,c1
4,224,817,-102568,c1
0,228,821,-102568,c1
1,227,820,-102569,c1
0,228,821,-102569,c1
1,227,820,-102570,c1
1,227,820,-102571,c1
1,227,820,-102572,c1
1,227,820,-102573,c1
92,136,729,-102665,c1
3,225,818,-102668,c1
2,226,819,-102670,c1
1,227,820,-102671,c1
0,228,821,-102671,c1
0,228,821,-102671,c1
0,228,821,-102671,c1
0,228,821,-102671,c1
13,215,808,-102684,c1
30,198,791,-102714,c1
8,220,813,-102722,c2
46,182,775,-102768,c1
109,119,712,-102877,c1
1,227,820,-102878,c1
3,225,818,-102881,c1
1,227,820,-102882,c1
1,227,820,-102883,c1
1,227,820,-102884,c1
0,228,821,-102884,c1
823,-595,-2,-103707,c1
1,227,820,-103708,c1
1,227,820,-103709,c1
1,227,820,-103710,c1
1,227,820,-103711,c1
0,228,821,-103711,c1
2,226,819,-103713,c1
1,227,820,-103714,c1
6,222,815,-103720,c1
1,227,820,-103721,c1
8,220,813,-103729,c1
6,222,815,-103735,c1
0,228,821,-103735,c1
2,226,819,-103737,c1
2,226,819,-103739,c1
7,221,814,-103746,c1
0,228,821,-103746,c1
0,228,821,-103746,c1
1,227,820,-103747,c1
75,153,746,-103822,c1
40,188,781,-103862,c1
11,217,810,-103873,c1
8,220,813,-103881,c1
32,196,789,-103913,c1
1,227,820,-103914,c1
3,225,818,-103917,c1
3,225,818,-103920,c1
4,224,817,-103924,c1
13,215,808,-103937,c1
3,225,818,-103940,c1
13,215,808,-103953,c1
0,228,821,-103953,c1
4,224,817,-103957,c1
1,227,820,-103958,c1
3,225,818,-103961,c1
34,194,787,-103995,c1
27,201,794,-104022,c1
1,227,820,-104023,c1
5,223,816,-104028,c1
1,227,820,-104029,c1
1,227,820,-104030,c1
4,224,817,-104034,c1
0,228,821,-104034,c1
0,228,821,-104034,c1
2,226,819,-104036,c1
0,228,821,-104036,c1
1,227,820,-104037,c1
1,227,820,-104038,c1
1,227,820,-104039,c1
7,221,814,-104046,c1
2,226,819,-104048,c1
2,226,819,-104050,c1
2,226,819,-104052,c1
3,225,818,-104055,c1
10,218,811,-104065,c1
0,228,821,-104065,c1
0,228,821,-104065,c1
51,177,770,-104116,c1
2,226,819,-104118,c1
0,228,821,-104118,c1
1,227,820,-104119,c1
2,226,819,-104121,c1
27,201,794,-104148,c1
11,217,810,-104159,c1
2,226,819,-104161,c1
1,227,820,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
0,228,821,-104162,c1
1,227,820,-104163,c1
23,205,798,-104186,c1
1,227,820,-104187,c1
1,227,820,-104188,c1
1,227,820,-104189,c1
3,225,818,-104192,c1
2,226,819,-104194,c1
1,227,820,-104195,c1
1,227,820,-104196,c1
0,228,821,-104196,c1
0,228,821,-104196,c1
1,227,820,-104197,c1
1,227,820,-104198,c1
42,186,779,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
0,228,821,-104240,c1
60,168,761,-104300,c1
6,222,815,-104306,c1
2,226,819,-104308,c1
7,221,814,-104315,c1
5,223,816,-104320,c1
7,221,814,-104327,c1
